beername,active,rbid,rbbrewer,alcohol,description
’s Antla E1nser &#40;Einser&#41;,1,129384,12016,4.6,
’s Antla Flößer,1,129385,12016,4.8,
’s Antla Schluck,1,299259,12016,4.8,
’s Antla Festbier,1,129391,12016,0,
’s Antla Schwärzla,1,129393,12016,0,
’s Antla Löschbier,1,129390,12016,0,
’s Antla Weihnachtsbier,1,129394,12016,0,
’s Antla Maibock,1,129387,12016,0,
’s Antla Antlator,1,129386,12016,7.1,
’s Antla Katharina von Bora,1,129389,12016,0,
’s Antla Frühlingsbier,1,129388,12016,0,
’s Antla Cherry,1,299262,12016,0,
’s Antla Erntedankbier,1,129392,12016,0,
Adler Bräu Stettfeld Stöpflder Zwickel,1,8423,3718,5,
Adler Bräu Stettfelder Bärentrunk,1,177412,3718,5.3,
Adler Bräu Stettfeld Alt Fränkisches Lagerbier,1,8422,3718,4.8,
Adler Bräu Stettfelder Pils,1,39686,3718,5,
Adler Bräu Stettfeld Stöpflder Classic,1,24415,3718,5,
Adler Bräu Stettfeld Dunkles,1,138514,3718,0,
Adler Bräu Stettfelder Hell,1,74025,3718,5,
Adler Bräu Stettfelder Heller Bock,1,35903,3718,7.1,
Adler Bräu Stettfelder Weisse,1,91712,3718,5.4,
Adler-Bräu Schlüsselfeld Weisse,1,59742,3704,5,
Adler-Bräu Schlüsselfeld Vollbier,1,66810,3704,4.8,
Ahornberger Landbier Hopfig Pils,1,19498,3206,4.8,
Ahornberger Landbier Würzig,1,20439,3206,4.8,
Ahornberger Bärentrunk Landbier Dunkel,1,249870,3206,4.9,
Ahornberger Pilsner,1,89782,3206,4.9,
Ahornberger Landbier Märzen,1,59920,3206,5.3,
Ahornberger Maibock,1,47046,3206,6.5,
Ahornberger Urhell,1,95856,3206,4.8,
Waldershofer Brauhaus Bauerntrunk-Pils,1,89783,3206,4.8,
Dr. Heinrich Stromer Stromertrunk Hell,1,110103,3206,4.8,
Ahornberger Weizen Hell,1,89781,3206,5,
Ahornberger Landbier Dunkel,1,29835,3206,5.1,
Ahornberger Winterbock,1,136639,3206,6.5,
Ahornberger Landbier Premium,1,30468,3206,4.8,
Dr. Heinrich Stromer Stromertrunk Pils,1,111040,3206,4.8,
Dr. Heinrich Stromer Stromertrunk Keller Bier,1,255586,3206,4.8,
Albertshöfer Sternbräu Weizenbier,1,159305,13706,5,
Albertshöfer Sternbräu Helles,1,159304,13706,5,
Albertshöfer Sternbräu Dunkles Weizenbier,1,216447,13706,5.1,
Albertshöfer Sternbräu Hopferla,1,306264,13706,4.5,
Albertshöfer Sternbräu Rauchbier,1,253666,13706,5.1,
Albertshöfer Sternbräu Chocolate Cream Stout,1,182173,13706,5.5,
Albertshöfer Sternbräu Brown IPA,1,216307,13706,6.1,
Arnsteiner Dunkel Spezial,0,300892,5425,5.4,
Arnsteiner Weissbier,1,128852,5425,5,
Arnsteiner Ur-Weiße,1,66936,5425,5.4,
Arnsteiner Landbier,1,147078,5425,5.2,
Bolzplatz Pils,0,66823,5425,4.9,
Arnsteiner Pils,1,77498,5425,4.9,
Arnsteiner Ernte Hell,1,147077,5425,4.9,
Herzog Radler,1,147095,5425,2.7,
Herzog Bock,0,72318,5425,7.2,
Herzog Keller Märzen,1,313923,5425,5.4,
Herzog Der Schwarze,1,101320,5425,5,
Herzog Weisse alkoholfrei,1,147090,5425,0,
Herzog Ur-Weisse,1,92431,5425,5,
Herzog Der Starke Doppelbock,1,147108,5425,7.2,
Herzog von Franken Premium Pilsener,1,44564,5425,4.9,
Herzog  Weisse,1,41483,5425,5,
Windsheimer Bürgerbräu Hell,1,69433,6153,4.8,
Windsheimer Bürgerbräu Freilandmuseum Pils,1,39191,6153,4.8,
Windsheimer Bürgerbräu Freilandmuseum Zwickel,1,182263,6153,4.8,
Windsheimer Bürgerbräu Freilandmuseum Dunkel,1,50329,6153,4.7,
Windsheimer Bürgerbräu Freilandmuseum Hell,1,89162,6153,4.8,
Barfüßer Schwarze,1,17069,2914,5,
Barfüßer Blonde &#40;previously Barfüßer Pilsener&#41;,1,17068,2914,5,
Kulmbacher Museumsbier,1,50835,6208,5.5,
Museum Oster Märzen,1,171156,6208,5.5,
Museum Garten-Weizen,1,108870,6208,5.3,
Bayreuther Aktien Pilsner,1,24570,3742,4.9,
Bayreuther Aktien Zwick’l Kellerbier,1,24569,3742,5.3,
Bayreuther Aktien Landbier Fränkisch Dunkel,1,89762,3742,5.3,
Bayreuther Hell,1,24571,3742,4.8,
Bayreuther Aktien Original 1857,1,44444,3742,5.3,
Bayreuther Bock Bier,1,194277,3742,6.8,
Bayreuther Aktien Radler,1,79006,3742,2.7,
Bayreuther Aktien Winter Gold,1,236042,3742,4.9,
Bayreuther Aktien Dunkel,1,24572,3742,4.8,
Bayreuther Aktien Hefe-Weissbier,1,42954,3742,5.2,
Oskar Helles,1,88669,3742,0,
Bayreuther Hefe-Weissbier,1,213594,3742,5.2,
Becher Kräußenpils,1,68265,5494,4.7,
Becher Pils,1,42000,5494,4.7,
Becher Jean Paul Bier,1,298696,5494,5.5,
Becher Dunkel,1,41999,5494,4.7,
Becher Festbier,1,68266,5494,5.5,
Walkyria Pura,1,306513,5494,4.7,
Becher Hell,1,127926,5494,4.5,
Becher Bock,1,68264,5494,7.5,
Becher Volksfest-Bier,1,88178,5494,5.5,
Becher Winner’s,1,128491,5494,5.5,
Becher Spezial 205,1,87712,5494,5.5,
Walkyria Negra,1,306511,5494,5.5,
Walkyria Fatal,1,306512,5494,5.6,
Walkyria Dorada,1,306510,5494,4.9,
Becher Original,1,149438,5494,4.7,
Manns-Bräu Original Spezialbier Dunkel,1,127929,5494,5.5,
Böheim Pegnitzer Kerwabier,1,77491,5152,5.2,
Böheim Altfränkisch Landbier,1,38739,5152,5.2,
Böheim Hell,1,38738,5152,4.9,
Böheim Pils,1,38737,5152,4.9,
Böheim Kubi,1,67898,5152,5.5,
Böheim Weissbier,1,106020,5152,4.9,
Böheim Halloween Böheim Hexen-Sud,1,146156,5152,5.2,
Böheim Bengatza Schlüggla,1,142857,5152,5.5,
Böheim Flinderer Spezialbier,1,87541,5152,5.5,
Böheim Bock,1,67896,5152,7.2,
Böheim Festbier,1,67894,5152,5.5,
Brauerei Alt Vollbier Hell,1,104613,8744,4.5,
Brauerei Alt  Vollbier Dunkel,1,104614,8744,5,
Schneider Bräu Märzen Altfränkisch,1,87199,8466,5.6,
Schneider Bräu Körwa Weizen,1,299219,8466,5.5,
Schneider Bräu Festbier,1,245678,8466,5.8,
Schneider Bräu Pils,1,87196,8466,4.8,
Schneider Bräu Weizen Naturtrüb,1,87197,8466,5.2,
Schneider Bräu Körwa Märzen,1,299217,8466,5.6,
Schneider Bräu Helles Vollbier,1,87198,8466,4.7,
Schneider Bräu Weizen Leicht,1,156479,8466,3,
Schneider Bräu Das Kleine Schwarze,1,87195,8466,5.6,
Schneider Bräu Bock Bier,1,114158,8466,6.5,
Barnikel Bock,1,38256,5090,7,
Barnikel Lager Hell,1,38258,5090,5,
Barnikel Festbier,1,104983,5090,5.8,
Barnikel Weizen,1,38255,5090,5,
Barnikel Rauchbier Rauchzart,1,38254,5090,5.4,
Barnikel Dunkel,1,38257,5090,5.8,
Bayer Theinheim Ungespundetes Landbier,1,64431,4798,4.7,
Bayer Theinheim Steigerwald Knörzla,1,281689,4798,4.9,
Bayer Theinheim Bockbier,1,144455,4798,6.5,
Mainlust Dunkles Märzen,1,25171,3809,5,
Viereth Zwickl,1,88396,3809,5,
Viereth Vollbier,1,25528,3809,5,
Beck Bräu Lisberger Lager,1,24318,3701,4.9,
Beck Bräu Pils,1,24770,3701,5,
Beck Bräu Hell,1,24749,3701,4.4,
Beck Bräu Weisse,1,24793,3701,4.8,
Beck Bräu Jahrhundert Bier Dunkel,1,24794,3701,5.7,
Beck Bräu Kellerbock,1,99567,3701,7.2,
Beck Bräu Kräusenbier,1,214113,3701,5,
Beck Bräu Trabelsdorfer Schloßgold,1,52141,3701,5.2,
Beck Bräu Kellerbier Naturtrüb,1,151793,3701,5.3,
Beck Bräu Die Schlanke Leichte,1,24750,3701,2.4,
Beck Bräu Lisberger Bock,1,69541,3701,7,
Blauer Löwe Weißbier,1,31110,4398,5.2,
Blauer Löwe Radler,1,80244,4398,0,
Blauer Löwe Wintertraum,1,66532,4398,5.5,
Blauer Löwe Dunkel,1,78095,4398,5.5,
Blauer Löwe Ungespundetes,1,74128,4398,5.5,
Blauer Löwe Premium Pils,1,69952,4398,5,
Blauer Löwe Vollbier,1,66867,4398,5.3,
Blauer Löwe Märzen,1,66865,4398,5.5,
Blauer Löwe Weißbier-Bock,1,97597,4398,7.2,
Blauer Löwe Winterweiße,1,66533,4398,5.5,
Bräutigam Helles,1,301725,3733,0,
Bräutigam Dunkles,1,301724,3733,0,
Bräutigam Pilsner,1,24526,3733,4.5,
Bräutigam Maibock,1,103356,3733,6.5,
Bräutigam Rauchbier,1,64434,3733,5.2,
Leinburger Senatoren Dunkel,1,179680,5134,5.2,
Leinburger Dunkel,1,38536,5134,5.2,
Leinburger Weihnachtsfestbier,1,159151,5134,5.4,
Leinburger Hell,1,38537,5134,4.7,
Leinburger Pils,1,89911,5134,5,
Leinburger Weißbier,1,91092,5134,4.9,
Leinburger Weizen Bock,1,264087,5134,7.7,
Leinburger Goldmärzen,1,257759,5134,5.5,
Leinburger Lager,1,89908,5134,4.8,
Büttner Basalter Dunkel,1,266783,6422,5.2,
Büttner Hell,1,53714,6422,0,
Dinkel Bockbier,1,239514,6867,0,
Dinkel Stublang Lagerbier,1,59743,6867,4.7,
Dinkel Roggenbier,1,229544,6867,0,
Dinkel Dunkles,1,229542,6867,0,
Aichinger Landbier Spezial,1,47990,5993,5.2,
Aichinger Bockbier,1,239396,5993,0,
Drei Kronen Memmelsdorf Stöffla,1,25679,3866,4.5,
Drei Kronen Memmelsdorf Böckla,1,55632,3866,6.2,
Drei Kronen Memmelsdorf Lager,1,25680,3866,4.5,
Drei Kronen Memmelsdorf Frankens Rote Weisse,1,280014,3866,0,
Drei Kronen Memmelsdorf Kellerpils,1,25681,3866,4.9,
Eckerts Vollbier,1,176564,3866,0,
Drei Kronen Memmelsdorf Fastenbier,1,130171,3866,0,
Drei Kronen Memmelsdorf FrAlt,1,184598,3866,4.9,
Drei Kronen Memmelsdorf Jubel-Hefeweizen,1,60594,3866,4.8,
Drei Kronen Memmelsdorf Erntebier,1,159635,3866,0,
Drei Kronen Memmelsdorf Dinkelweisse,1,159634,3866,0,
Eckerts Bock,1,235644,3866,6.5,
"Drei Kronen Memmelsdorf Caspar, Melchior, Balthasar",1,44906,3866,4.4,
Drei Kronen Original Schäazer Roggn,1,108610,5677,5.5,
Drei Kronen Original Schäazer Kronabier,1,47537,5677,5.1,
Drei Kronen Original Schäazer Weißbier,1,43976,5677,5.3,
Drei Kronen Original Schäazer Bock,1,43975,5677,7.5,
Drei Kronen Original Schäazer Weihnachtsbier,1,82329,5677,5.5,
Drei Kronen Original Schäazer Weizenbock,1,84161,5677,6.8,
Drei Kronen Original Schäazer 1837 Dunkel,1,81986,5677,5.5,
Drei Kronen Original Schäazer Franken Pale Ale,1,227188,5677,6.3,
Drei Kronen Original Schäazer Franken Ale Barrique,1,263659,5677,6,
Drei Kronen Original Schäazer Radler,1,106228,5677,2.7,
Drei Kronen Original Schäazer Premium Pils,1,48604,5677,5.2,
Dremel Bock,1,96462,3703,6.5,
Dremel Weissbier,1,229592,3703,4.9,
Dremel Dunkel,1,24323,3703,4.5,
Dremel Helles,1,24322,3703,4.5,
Drummer Helles Lager,1,55540,3744,4.8,
Drummer Festbier,1,115836,3744,5.5,
Drummer Dunkles Vollbier,1,24595,3744,4.8,
Brauerei Eichhorn Bock,1,44985,5760,7.3,
Brauerei Eichhorn Kellerbier,1,44984,5760,5,
Brauerei Eichhorn Pils,1,95328,5760,5,
Brauerei Eichhorn Export,1,51848,5760,5,
Brauerei Eichhorn Weisse,1,60022,5760,5.3,
Eichhorn Vollbier Dunkel,1,66839,6220,4.9,
Eichhorn Vollbier Hell,1,50948,6220,4.9,
Eichhorn Edel Pils,1,50947,6220,5.4,
Eichhorn Festbier,1,60535,6220,5.7,
Eller Kellerbier,1,214449,2910,0,
Eller Birkacher Vollbier,1,87786,2910,4.5,
Eller Birkacher Rotes,1,149846,2910,4.8,
Eller Birkacher Pils,1,17100,2910,4.8,
Fässla Lagerbier,1,10604,1949,5.5,
Fässla Zwergla,1,10606,1949,6,
Fässla Gold-Pils,1,10605,1949,5.5,
Fässla Weizla Dunkel,1,15923,1949,5,
Fässla Weizla Hell,1,10608,1949,5,
Fässla Bambergator,1,10607,1949,8.5,
Fässla Weihnachtsbier,0,42160,1949,5.3,
Fischer Lagerbier,1,16436,4009,4.9,
Fischer Rauchbier,1,9813,4009,4.9,
Fischer Bockbier,1,24581,4009,7,
Fischer Zwickel,1,41534,4009,5,
Fischer Weissbier,1,24580,4009,5,
Fischer Schwarze Seele,1,272494,4009,0,
Fischer Fränkisches Kellerbier,1,193938,4009,4.9,
Freudenecker Fischer-Bräu Kellerweisse,1,107944,9184,0,
Freudenecker Fischer-Bräu Wintertraum,1,130048,9184,0,
Freudenecker Fischer-Bräu Lagerbier Hell,1,81972,9184,4.8,
Freudenecker Fischer-Bräu Hahnerla,1,130049,9184,0,
Freudenecker Fischer-Bräu Bock,1,81973,9184,6.5,
Goldener Löwe Vollbier Premium &#40;Först&#41;,1,14353,2033,4.6,
Goldener Löwe Altfränkisches Lagerbier &#40;Först&#41;,1,14352,2033,4.9,
Goldener Löwe Hausbrauerbier &#40;Först&#41;,1,104988,2033,0,
Goldener Löwe Heller Bock &#40;Först&#41;,1,191079,2033,6.5,
Goldener Löwe Export &#40;Först&#41;,1,14369,2033,5.3,
Goldener Löwe  Edel-Pils &#40;Först&#41;,1,60293,2033,4.9,
Fischer Landbräu Das Kellerpils Live,1,149037,6458,5.4,
Fischer Landbräu Das Landbier,1,54142,6458,5.2,
Fischer Landbräu Das Spezial,1,63708,6458,5.5,
Fischer Landbräu Das Pils,1,63646,6458,4.9,
Fischer Landbräu Das Helle,1,63647,6458,4.9,
Fischer Landbräu Das Bockbier,1,69508,6458,7.4,
Friedel Zentbechhofen Lagerbier,1,24686,3755,5.5,
Friedel Zentbechhofen Vollbier,1,24649,3755,4.8,
Friedel Zentbechhofen Pilsener,1,24648,3755,5,
Friedel Zentbechhofen Friedelsator Bockbier,1,66789,3755,7,
Friedel Zentbechhofen Landbier Märzen,1,24647,3755,5.3,
Friedel Zentbechhofen Weizen,1,145621,3755,5,
Friedel Zentbechhofen Festbier,1,307370,3755,5.6,
Sternbräu Elsendorf Hell,1,24713,3758,4.7,
Sternbräu Elsendorf Pilsner,1,24688,3758,4.9,
Sternbräu Elsendorf Festbier,1,130043,3758,0,
Sternbräu Elsendorf Kellerbier Dunkel,1,24687,3758,5,
Sternbräu Elsendorf Bockbier,1,59741,3758,6.5,
Friedmann Fränkisches Landbier Hell,1,38447,3994,4.7,
Friedmann Ritter Wirnt Trunk,1,38185,3994,5.6,
Friedmann Sigis Lager,1,38184,3994,4.9,
Friedmann Gräfenberger Weisse,1,68548,3994,5,
Friedmann Pils,1,26908,3994,5,
Friedmann Festbier,1,129806,3994,0,
Lindenbräu Gräfenberg Vollbier,1,33457,4689,5.2,
Lindenbräu Gräfenberg Weizen,1,95240,4689,5.2,
Lindenbräu Gräfenberg Pilsner,1,47641,4689,4.8,
Lindenbräu Gräfenberg Festbier,1,33456,4689,5.4,
Lindenbräu Gräfenberg Leichtbier,1,71152,4689,2.7,
Lindenbräu Gräfenberg Bockbier,1,33455,4689,6.5,
Ott Edel-Pils,1,10287,1877,4.9,
Ott Export Bier,1,35883,1877,5.1,
Ott Festbier,1,54112,1877,5.8,
Ott Weissbier,1,31109,1877,5.2,
Ott Bockbier,1,10286,1877,6.8,
Ott Obaladara,1,10288,1877,5.1,
Goldenener Adler Höfen Ungespundetes,1,47584,5967,5,
Gradl Leupser Dunkel,1,38325,5109,4.9,
Gradl Leupser Pils,1,38324,5109,4.9,
Gradl Leupser Weihnachtsbock,1,130158,5109,0,
Gradl Leupser Maibock,1,130157,5109,0,
Göller Drosendorf Pilsener,1,35709,3928,5,
Göller Drosendorf Lagerbier Dunkel,1,35707,3928,5.2,
Göller Drosendorf Lagerbier,1,26176,3928,5.2,
Göller Drosendorf Urstoff,1,48171,3928,4.9,
Göller Drosendorf Rauchbier,1,212799,3928,5,
Göller Drosendorf Jubiläumsbier 1865,1,123076,3928,0,
Göller Drosendorf Bock,1,138520,3928,0,
Grasser Huppendorfer Heller Kathrein-Bock,1,53865,3890,7.5,
Grasser Huppendorfer Vollbier,1,29781,3890,5,
Grasser Huppendorfer Zwickel,1,61127,3890,4.6,
Grasser Huppendorfer Hausbrauerart,1,35842,3890,4.6,
Grasser Huppendorfer Weihnachtsfestbier,1,44439,3890,5.5,
Grasser Huppendorfer Josefi-Bock,1,72207,3890,7,
Grasser Huppendorfer Pils,1,35812,3890,4.9,
Grasser Huppendorfer Hefeweizen,1,25942,3890,5.2,
Grasser Huppendorfer Winterweizen,1,248756,3890,5.5,
Grasser Huppendorfer Radler,1,108969,3890,2.6,
Schloßbräu Lagerbier,1,149820,3890,0,
Griess Pilsner,1,36028,4159,5.1,
Griess Kellerbier,1,28669,4159,5.1,
Griess Kellerweisse,0,67756,4159,0,
Griess Bock,1,68326,4159,7.2,
Gundel Urhell,1,94373,8344,4.9,
Gundel Naturtrüber Fastenbock,1,120753,8344,6.6,
Gundel Naturtrübes Zwickelts,1,94371,8344,5,
Gundel Festbier,1,120751,8344,5.4,
Gundel Radler,1,165449,8344,2.5,
Gundel Export,1,120754,8344,5.2,
Gundel Dunkles Gold,1,94372,8344,5.2,
Gundel Bock,1,120752,8344,6.5,
Gundel Pils,1,94370,8344,5,
Gundel Nimms Leicht,1,163899,8344,2.9,
Haberstumpf Zwickelbier,1,298828,8258,0,
Haberstumpf Die Schwarze Kunni,1,222442,8258,4.9,
Haberstumpf Hopfen Bock,1,68602,8258,7.5,
Haberstumpf Kellerkrönla Naturtrüb,1,68606,8258,4.9,
Haberstumpf Trebgaster Zunft-Pils,1,68600,8258,5.3,
Haberstumpf Fasten-Bock Dunkel,1,68604,8258,6.5,
Haberstumpf Lager Hell,1,68601,8258,4.9,
Aechts Haberstumpf Zwickl,1,68603,8258,5.3,
Haberstumpf Landkrönla,1,68605,8258,4.9,
Haberstumpf Jubiläumsbier Anno 1531,1,74477,8258,5.1,
Haberstumpf Kupferkrönla Dunkel,1,68607,8258,4.9,
Hertlein Lagerbier,1,104987,10530,0,
Ibel-Bräu Weisse,1,10060,1808,5.2,
Ibel-Bräu Pils,1,34884,1808,4.9,
Ibel-Bräu Burgwindheimer Lager,1,35644,1808,4.9,
Ibel-Bräu Burgwindheimer Bockbier,1,81981,1808,7,
Ibel-Bräu Altfränkisch Dunkel,1,307523,1808,5.2,
Hartleb Vollbier,1,74949,8703,5,
Hartmann Bock,1,22939,305,7,
Hartmann Felsen Kellerbier,1,16443,305,4.9,
Hartmann Felsenweisse,1,1709,305,5.2,
Hartmann Edelpils,1,1713,305,5.2,
Hartmann Erbschänk 1550,1,1710,305,5.2,
Hartmann Hell,1,1705,305,4.8,
Hartmann Ur-Märzen &#40;Jubiläumsbier&#41;,1,170623,305,5.5,
Hartmann Doppelbock Dunkel,1,59618,305,7,
Hartmann Festbier,1,68498,305,5.5,
Hartmann Biker Leichte,1,175841,305,2.8,
Hartmann Radler &#40;Spritzer Limette&#41;,1,106115,305,2.5,
Hartmann Felsentrunk,1,1707,305,5.2,
Hartmann Bock Hell &#40;Maibock&#41;,1,58787,305,7,
Hauf Dinkelator Doppelbock,1,31673,4465,6.9,
Hauf Export,1,31668,4465,5.1,
Hauf Festbier,1,31671,4465,5.4,
Dinkelsbühler Ruttmann Bier,1,124009,4465,4.9,
Haufs Dunkle Weisse,1,31670,4465,5.2,
Hauf Edel-Hell,1,31666,4465,5,
Hauf Weihnachts-Bier Spezial,1,31672,4465,5.4,
Hauf Pils,1,31667,4465,4.8,
Hauf Friedrich Hauf Bayerisch Dunkel,1,31665,4465,5,
Haufs Hefe-Weißbier,1,31669,4465,5.2,
Hebendanz Jubiläums Festbier,1,51795,5148,5.3,
Hebendanz Posthalter Lager,1,60728,5148,5,
Hebendanz Export-Hell,1,38700,5148,5,
Hebendanz Bächla Leicht,1,66603,5148,2.8,
Hebendanz Märzen Gold,1,60257,5148,5.2,
Hebendanz Starker Fritz,1,50610,5148,5.3,
Hebendanz Radler,1,88394,5148,2.6,
Hebendanz Bock Bier,1,57650,5148,6.1,
Hebendanz Erstes Forchheimer Export Hefe-Weissbier,1,51797,5148,5.1,
Hebendanz Edel-Pils,1,51796,5148,5.1,
Hebendanz Weihnachtsfestbier,1,69166,5148,5.3,
Heckel Vollbier Hell,1,87293,9511,5.5,
Aecht Schlenkerla Rauchbier Märzen,1,1269,213,5.1,
Aecht Schlenkerla Rauchbier Urbock,1,6349,213,6.5,
Aecht Schlenkerla Helles Lagerbier,1,16402,213,4.3,
Aecht Schlenkerla Eiche Doppelbock,1,110514,213,8,
Aecht Schlenkerla Kräusen,1,146702,213,4.5,
Aecht Schlenkerla Rauchbier Weizen,1,8565,213,5.2,
Aecht Schlenkerla Fastenbier,1,43277,213,5.5,
Aecht Schlenkerla Helles Bock,1,159996,213,6.4,
Hembacher Stöffla,1,157802,10556,5.4,
Hembacher Kellerbier,1,105574,10556,4.9,
Hembacher Goldweisse,1,105575,10556,5.4,
Hembacher Zwickel Pils,1,105576,10556,4.9,
Hennemann Zwicklbier Naturtrüb,1,35646,4853,4.9,
Hennemann Sommergold,1,182080,4853,4.9,
Hennemann Land-Weiße,1,103435,4853,5.2,
Hennemann Lagerbier,1,35645,4853,4.9,
Hennemann Bockbier Dunkel,1,68701,4853,6.8,
Hennemann Unterleiterbach Spezial-Bier,1,17135,2911,5,
Sigwart Hell,1,64737,7992,4.9,
Sigwart Tradition 555 Spezial,1,90476,7992,5.5,
Sigwart Hefe-Weizen,1,90182,7992,4.9,
Sigwart Kirchweihweizen,1,120749,7992,5.5,
Sigwart Dunkle Weiße,1,120748,7992,4.9,
Sigwart Kirchweihfestbier,1,120750,7992,5.5,
Sigwart Weißenburger Weiße,1,90183,7992,5.1,
Sigwart Limes Lager Hell,1,90237,7992,4.5,
Sigwart Premium Pils,1,90366,7992,4.9,
Sigwart Leichte Weiße,1,120747,7992,2.8,
Sigwart Kellers,1,87185,7992,5.5,
Sigwart Radler,1,120746,7992,2.5,
Sigwart Festbier,1,245674,7992,5.6,
Herold Büchenbacher Beckn Bier Vollbier,1,38195,5081,4.6,
Herold Büchenbacher Maibock,1,130026,5081,0,
Herold Büchenbacher Bock-Bier,1,60764,5081,6.9,
Herrmanns Hefe Weißbier,1,48070,5965,5.3,
Herrmanns Kellerbier,1,47564,5965,5.5,
Herrmanns Urstoff Hell,1,47563,5965,4.9,
Herrmanns Bockbier,1,56952,5965,6.5,
Hetzel Frauendorfer Pils,1,14247,1225,5.3,
Hetzel Voll Bier,1,14248,1225,4.9,
Hetzel Bockbier,1,130046,1225,0,
Hetzel Rauchbier,1,240400,1225,0,
Hetzel Frauendorfer Premium Landbier,1,14601,1225,4.7,
Hetzel Festbier,1,130045,1225,0,
Adlerbräu End Schwarzbier,1,153197,1225,0,
Brauerei Hofmann Export,1,44989,5763,5.2,
Brauerei Hofmann Festbier,1,68325,5763,5.3,
Brauerei Hofmann Weisse,1,147929,5763,5,
Hoh Lagerbier,1,104497,10510,0,
Hölzlein Bockbier,1,190596,4866,6.6,
Hölzlein Vollbier,1,35816,4866,4.7,
Hölzlein Kirchweihbier,1,281324,4866,5.5,
Hölzlein Pils,1,263658,4866,5,
Schwanen-Bräu Ebing Vollbier Dunkel,1,50538,6175,4.8,
Schwanen-Bräu Ebing Vollbier Hell,1,134941,6175,4.8,
Hönig Posthörnla Spezial,1,25052,3791,5.4,
Hönig Bockbier Hell,1,31247,3791,7.2,
Hönig Lagerbier Ungespundet,1,36568,3791,4.8,
Hönig Pils,1,25049,3791,4.8,
Hönig Festbier,1,82315,3791,5.4,
Hönig Postillon Weisse,1,25042,3791,4.9,
Hummel-Bräu Pils,1,25674,1807,5,
Hummel-Bräu Räucherla Märzen,1,10059,1807,5.6,
Hummel-Bräu Kellerbier,1,25673,1807,4.9,
Hummel-Bräu Heller Leonhardi Bock,1,60035,1807,7.5,
Hummel-Bräu Räucherator Doppelbock,1,51195,1807,8.1,
Hummel-Bräu Märzen,1,25671,1807,5.4,
Hummel-Bräu Festbier Hell,1,69363,1807,5.6,
Hummel-Bräu Zwickelbier,1,138765,1807,5.5,
Hummel-Bräu Weißbier,1,25039,1807,5.2,
Hummel-Bräu Weizen-Bock,1,51196,1807,7.1,
Hummel-Bräu Jubiläums-Festbier 1162,1,176654,1807,5.6,
Hummel-Bräu Cowboy Schwarzbier,1,80304,1807,5,
Hummel-Bräu Bock Dunkel,1,58028,1807,7.5,
Hummel-Bräu Maibock Hell,1,10058,1807,7,
Hummel-Bräu Weißbier Dunkel,1,50488,1807,5.2,
Hummel-Bräu Festbier Dunkel,1,25672,1807,5.6,
Hummel-Bräu Leichtes Weißbier,1,180711,1807,2.9,
Hütten Bockbier,1,101348,8948,7.2,
Hütten Pilsner,1,79402,8948,4.8,
Hütten Zoigl,1,176581,8948,5,
Hütten Zwickl,1,175286,8948,5,
Hütten Leichte Hefe Weisse,1,120744,8948,3.1,
Hütten Helle Fränkische Hefeweisse,1,94744,8948,5.5,
Hütten Dunkel,1,94650,8948,4.9,
Hütten Radler,1,120745,8948,2.4,
Hütten Hell,1,79354,8948,4.9,
Hütten Märzen,1,78528,8948,5.2,
Greif Bräu Hell,1,33471,2797,4.9,
Greif Bräu Schlöbberla,1,186113,2797,5.2,
Greif Bräu Weihnachts Festbier,1,33476,2797,5.5,
Greif Bräu Bock,1,241731,2797,6.6,
Greif Bräu Lager,1,33474,2797,4.7,
Greif Bräu Leicht,1,33475,2797,2.5,
Greif Bräu Weisse Leicht,1,91149,2797,3.2,
Greif Bräu Edel Pils,1,33470,2797,5.1,
Greif Bräu Greif Cherry,1,105995,2797,2.6,
Greif Bräu Weisse,1,16266,2797,5.4,
Greif Bräu Anna-Festbier,1,16444,2797,5.5,
Greif Bräu Capitulare Jubiläumsbier,1,52161,2797,5.5,
Greif Bräu Dunkle Weisse,1,33477,2797,5.4,
Greif Bräu Radler,1,33472,2797,2.6,
Greif Bräu Bernstein Hefeweizen Hell,1,291736,2797,5.4,
Kaiser Grasmannsdorf Kaiser-Pils,1,24487,3727,4.9,
Kaiser Grasmannsdorf Festbier,1,82314,3727,5,
Kaiser Grasmannsdorf Fest Weizen,1,301729,3727,5.5,
Kaiser Grasmannsdorf Urtrunk 1783,1,301731,3727,4.9,
Kaiser Grasmannsdorf Weißbier,1,24488,3727,4.9,
Kaiser Grasmannsdorf Bockbier,1,70448,3727,7.5,
Kanone Hell,1,77943,8219,5.1,
Kanone Zwickl,1,70231,8219,5.3,
Kanone Pils,1,70232,8219,4.9,
Kanone Weizen Dunkel,1,68214,8219,4.9,
Kanone Dunkel,1,77941,8219,5.2,
Kanone Weizen,1,72989,8219,4.9,
"Kanone 12,5 Export",1,281920,8219,5.4,
Keesmann Weissbier,1,15835,2284,4.8,
Keesmann Hell,1,17763,2284,4.5,
Keesmann Bamberger Herren Pils,1,12312,2284,4.6,
Keesmann Sternla Lager,1,17765,2284,5,
Keesmann Bock,1,43977,2284,6.4,
Keesmann Festtag Weisse,1,115255,2284,0,
Keesmann Josephi Bock,1,23857,2284,6.2,
Wilde Rose Weizen,1,63188,2997,0,
Wilde Rose Kellerbier,1,17670,2997,0,
Wilde Rose Bock,1,39573,2997,6.7,
